ID,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1c,Q1d_1,Q1d_2,Q1d_3,Q1d_4,Q1d_5,Q1d_6,Q1d_7,Q1d_8,Q1d_9,Q1e_1,Q1e_2,Q1e_3,Q1e_4,Q1e_5,Q1e_6,Q1e_7,Q1e_8,Q2a,Q2b,Q2c,Q3a_1,Q3a_2,Q3a_3,Q3b,Q3c,Q3d,Q4a_1,Q4a_2,Q4a_3,Q4a_4,Q4a_5,Q4a_6,Q4a_7,Q4a_8,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_5,Q4b_6,Q4b_7,Q4c,Q4d,Q5a_1,Q5a_2,Q5a_3,Q5a_4,Q5a_5,Q5a_6,Q5a_7,Q5a_8,Q5a_9,Q5a_10,Q5a_11,Q5a_12,Q5a_13,Q5b,Q5c,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j
P1456,1,1,0,0,0,1,0,0,0,0,2,1,1,3,4,1,3,3,1, , , , , , , , , , , , , , , , , ,3,4,2,2,1,2, ,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1457,0,0,0,1,1,0,0,1,0,0,2,1,2,3,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,1,2,1,1, ,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,3,3,3,3
P1458,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,1,1,1,1,1
P1459,1,1,0,0,0,1,0,1,0,0,1,1,1,4,4,1,2,2,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1460,1,1,1,0,1,1,0,0,0,0,1,1,2,3,3,2,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,1,1,1,3,2,2, ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1461,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , ,5,5,3,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1462,0,0,0,0,0,0,0,0,0,1,2,5,1,5,3,1,5,1,6, , , , , , , , , , , , , , , , , ,5,4,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1463,0,0,0,0,0,0,0,0,0,1,2,2,5,4,3,2,3,3,6, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1464,0,0,1,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,3,1,1,2,2,2, ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1465,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,2,3,3,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,4,2,1,1
P1466,0,1,0,0,1,1,1,1,0,0,2,2,2,3,2,2,2,2,3,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,3,3,1,1,1,2,1,1, ,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1467,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,3,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3,2,1,1,1,3
P1468,0,0,0,0,0,0,0,1,0,0,3,2,2,2,2,4,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,2,2,2,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1469,1,1,0,0,0,1,0,0,0,0,2,2,2,4,4,2,3,2,1, , , , , , , , , , , , , , , , , ,4,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1470,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1471,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,6, , , , , , , , , , , , , , , , , ,5,5,3,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1472,1,1,0,0,0,0,0,0,0,0,2,2,2,5,2,2,5,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,5,1,1,1,2,1,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1473,1,1,0,0,1,0,0,1,0,0,2,2,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,1,1,2,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1474,0,1,1,1,1,0,0,1,0,0,1,2,1,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,2,1,1,1,2,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,4,3,3,3,1
P1475,0,0,1,0,1,1,0,0,0,0,4,2,1,4,1,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,1,2,1,2, ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,2,3,3,1
P1476,0,0,0,0,0,0,0,0,0,1,3,2,2,3,4,3,2,3,6, , , , , , , , , , , , , , , , , ,5,5,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1477,1,1,1,0,0,1,0,0,0,0,1,2,1,5,3,1,2,3,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1478,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , ,3,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1479,1,1,1,0,0,1,0,0,0,0,2,1,1,5,4,1,5,5,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1480,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,2,5,2,1, , , , , , , , , , , , , , , , , ,3,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1481,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,2,5,2,6, , , , , , , , , , , , , , , , , ,4,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1482,1,1,1,0,0,0,0,0,0,0,3,2,2,4,4,2,4,4,6, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1483,0,1,0,0,0,0,0,1,0,0,4,3,3,3,3,3,2,3,1, , , , , , , , , , , , , , , , , ,4,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1484,1,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1, , , , , , , , , , , , , , , , , ,4,4,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1485,0,0,1,0,1,0,0,0,0,0,2,2,1,1,2,2,2,3,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1486,0,1,1,1,1,0,1,1,0,0,1,2,2,2,1,2,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,1,2,1,2, ,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,2,2,1,3,3,3,2
P1487,0,0,0,0,0,1,0,0,0,0,3,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1488,0,1,1,0,0,0,0,0,0,0,3,2,1,3,3,3,3,3,1, , , , , , , , , , , , , , , , , ,2,2,2,1,2,2,1, , ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1489,0,1,0,0,1,1,0,1,0,0,3,2,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,1,3,3,2, , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1490,1,1,0,0,0,1,0,0,0,0,2,2,2,3,4,2,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,3,1,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1491,0,0,0,0,1,0,0,0,0,0,4,4,4,2,1,3,3,2,1, , , , , , , , , , , , , , , , , ,1,1,1,1,2,2,1, , ,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1492,0,1,0,0,1,1,0,1,0,0,3,2,2,4,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,1,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1493,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2, , , ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1494,0,1,0,0,0,0,0,0,0,0,3,1,1,4,3,1,2,2,1, , , , , , , , , , , , , , , , , ,4,4,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1495,1,1,1,0,1,1,0,1,0,0,2,1,2,2,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,2,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1496,0,1,1,0,0,1,1,0,0,0,1,1,2,2,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,2,1,1,3,2,1, ,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,2,2,3,1,1,4,2,3
P1497,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1
P1498,0,1,1,0,1,1,0,1,0,0,2,2,2,3,2,2,3,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,3,1,1,1,1,2,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,3,3,2,4,3,3,3,3
P1499,0,0,0,1,0,0,1,0,0,0,4,4,1,3,2,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,1,2, ,5, ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,0,0,0,0,3,5,3,4,3,2,1,1
P1500,1,1,0,0,0,1,0,0,0,0,2,2,2,4,4,2,4,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,2,1,3, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1501,1,0,1,0,0,0,0,0,0,0,1,1,1,4,4,1,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,1,1,2,2,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1502,1,1,0,0,0,0,0,0,0,0,3,2,5,3,3,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1503,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,2,2,1,6, , , , , , , , , , , , , , , , , ,1,1,3,1,2,3,2, , ,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1504,0,0,0,1,0,0,0,0,0,0,4,2,2,3,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,2,1,1, ,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,2,3,2,4
P1505,1,1,0,0,0,0,0,0,0,0,2,2,2,4,4,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,2,1,2, ,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1506,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,2,2,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,2,2,2, , , ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1507,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,1,1,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1508,0,1,0,0,1,0,1,1,0,0,2,1,2,4,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,2,1,1, ,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,3,4,3,2,1,1
P1509,1,1,1,1,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,4,3,1,3,1
P1510,0,1,1,0,0,0,0,0,0,0,5,2,2,5,4,2,2,5,6, , , , , , , , , , , , , , , , , ,5,5,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1511,0,0,0,0,0,1,0,0,0,0,2,2,2,3,3,2,3,2,1, , , , , , , , , , , , , , , , , ,3,3,2,1,1,3,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1512,1,1,1,0,1,1,1,1,0,0,3,2,1,5,2,3,2,3,1, , , , , , , , , , , , , , , , , ,3,3,2,1,1,1,2,2,2,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1513,0,0,0,0,1,1,0,0,0,0,2,2,2,3,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1, ,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1514,0,1,0,0,0,0,0,0,0,0,5,1,2,3,4,1,5,3,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,4,4,3,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1515,0,1,1,1,1,1,0,1,0,0,1,1,2,4,1,1,1,1,1, , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,2,3,3,1,1
P1516,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1517,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,1,1,1,2,2,2,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1518,1,1,1,0,1,0,0,0,0,0,3,2,2,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,1,3,1,1,1,2,1,1, ,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1519,0,1,0,0,0,1,0,0,0,0,2,2,2,3,3,2,5,2,6, , , , , , , , , , , , , , , , , ,3,3,2,2,2,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1520,0,0,0,1,0,0,0,1,0,0,3,3,2,2,2,2,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,3,2,1,1,2,1,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,3,3
P1521,0,1,0,0,0,0,0,0,0,0,5,3,5,5,2,5,5,2,1, , , , , , , , , , , , , , , , , ,5,4,3,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1522,0,0,0,1,0,0,0,1,0,0,4,4,5,1,4,5,4,1,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,3,3,3,3
P1523,1,1,0,0,1,0,0,1,0,0,2,2,2,2,2,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,2,2,1, ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,3,3,3,3,1
P1524,0,0,0,0,0,1,0,0,0,0,3,1,1,2,3,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,2,2,1,2, ,1, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1525,1,1,1,0,0,1,1,0,0,0,2,1,1,3,4,1,1,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,3,1,2,1,3, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1526,1,1,1,0,0,0,0,1,0,0,3,2,1,2,3,2,3,2,6, , , , , , , , , , , , , , , , , ,2,3,3,2,1,1, ,2,2,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1527,0,1,0,0,1,1,0,0,0,0,4,3,3,5,2,3,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1528,0,1,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1529,0,0,0,0,1,0,0,0,0,0,1,1,5,4,2,1,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1,2,1,2, ,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1530,0,1,0,0,0,1,0,1,0,0,4,2,2,4,3,2,3,2,1, , , , , , , , , , , , , , , , , ,3,3,1,2,2,2, , , ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , 
P1531,0,0,1,0,0,0,0,0,0,0,2,2,2,3,4,2,4,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,5,5,3,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1532,1,0,0,1,0,0,0,1,0,0,2,2,3,2,3,3,3,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,3,2,1,1,2,2,2, ,0,0,0,0,0,0,1,0, , , , , , , , , ,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,2,4,3,3,3,1
P1533,0,0,1,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,2,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,1,1,1,3,2,1
P1534,0,1,0,0,0,1,0,1,0,0,2,2,2,3,4,2,3,2,6, , , , , , , , , , , , , , , , , ,2,2,3,2,1,3, ,1, ,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1535,1,1,0,0,1,0,0,1,0,0,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,1,1,2,3,3, ,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1536,1,0,0,0,0,1,0,1,0,0,1,2,1,4,3,2,5,2,1, , , , , , , , , , , , , , , , , ,3,3,2,1,1,2,2,2, ,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1537,1,0,1,0,0,0,0,0,0,0,4,4,3,4,4,4,4,4,1, , , , , , , , , , , , , , , , , ,5,5,3,2,1,2, ,2, ,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1538,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,3,2,1,1,1,1
P1539,0,1,0,0,0,0,0,0,0,0,5,3,5,4,3,5,3,5,1, , , , , , , , , , , , , , , , , ,5,5,3,3,3,3, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1540,0,1,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,2,2,2, , , ,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1541,1,1,1,0,0,0,0,0,0,0,2,1,2,4,5,2,5,3,1, , , , , , , , , , , , , , , , , ,5,4,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1542,0,0,1,1,1,0,1,1,0,0,4,1,3,3,4,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,3,3
P1543,0,0,0,0,1,0,0,0,0,0,4,4,4,1,5,5,1,2,6, , , , , , , , , , , , , , , , , ,1,3,1,3,1,3, ,3, ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1, , , , , , , , , , , , , , , , , , , , , 
P1544,0,1,0,0,1,0,1,1,0,0,3,2,3,3,2,4,2,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,3,2,1,2,1,2, ,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,2,2,2,4,2,3,1,1
P1545,0,0,0,0,0,1,0,0,0,0,2,2,2,3,3,3,2,3,6, , , , , , , , , , , , , , , , , ,5,4,3,2,1,2, ,5, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1546,0,1,0,0,0,0,0,0,0,0,3,2,2,4,3,2,4,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,4,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1547,0,1,1,0,1,0,0,0,0,0,2,3,2,3,3,2,4,2,6, , , , , , , , , , , , , , , , , ,5,5,3,1,2,2,2, , ,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2, , , , , , , , , , , , , , , , , , , , , 
P1548,0,1,1,0,0,1,0,1,0,0,3,1,2,4,4,2,5,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , ,4,3,2,2,2,2, , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
P1549,1,1,0,0,0,0,0,0,0,0,1,2,1,4,4,2,4,3,1, , , , , , , , , , , , , , , , , ,3,3,2,2,1,2, ,2, ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
